date,region,state,cases,deaths
2020-07-24,Nordeste,AL,53579.0,1464.0
2020-07-24,Norte,AM,95424.0,3199.0
2020-07-24,Norte,AP,35026.0,552.0
2020-07-24,Nordeste,BA,140447.0,3081.0
2020-07-24,Nordeste,CE,157062.0,7426.0
2020-07-24,Centro-Oeste,DF,92414.0,1244.0
2020-07-24,Sudeste,ES,75147.0,2363.0
2020-07-24,Centro-Oeste,GO,52847.0,1332.0
2020-07-24,Nordeste,MA,112683.0,2871.0
2020-07-24,Sudeste,MG,106319.0,2286.0
2020-07-24,Centro-Oeste,MS,20303.0,281.0
2020-07-24,Centro-Oeste,MT,42206.0,1501.0
2020-07-24,Norte,PA,146252.0,5646.0
2020-07-24,Nordeste,PB,74550.0,1653.0
2020-07-24,Nordeste,PE,84836.0,6190.0
2020-07-24,Nordeste,PI,44349.0,1215.0
2020-07-24,Sul,PR,63572.0,1577.0
2020-07-24,Sudeste,RJ,154879.0,12654.0
2020-07-24,Nordeste,RN,46683.0,1666.0
2020-07-24,Norte,RO,34873.0,801.0
2020-07-24,Norte,RR,28358.0,465.0
2020-07-24,Sul,RS,57007.0,1494.0
2020-07-24,Sul,SC,63952.0,844.0
2020-07-24,Nordeste,SE,51132.0,1284.0
2020-07-24,Sudeste,SP,463126.0,21206.0
2020-07-24,Norte,TO,19965.0,334.0
2020-07-25,Norte,AC,18657.0,483.0
2020-07-25,Nordeste,AL,54594.0,1479.0
2020-07-25,Norte,AM,96094.0,3210.0
2020-07-25,Norte,AP,35162.0,554.0
2020-07-25,Nordeste,BA,144027.0,3124.0
2020-07-25,Nordeste,CE,159810.0,7476.0
2020-07-25,Centro-Oeste,DF,94187.0,1275.0
2020-07-25,Sudeste,ES,75885.0,2376.0
2020-07-25,Centro-Oeste,GO,54801.0,1378.0
2020-07-25,Nordeste,MA,113563.0,2898.0
2020-07-25,Sudeste,MG,109599.0,2375.0
2020-07-25,Centro-Oeste,MS,21015.0,292.0
2020-07-25,Centro-Oeste,MT,42935.0,1566.0
2020-07-25,Norte,PA,147923.0,5689.0
2020-07-25,Nordeste,PB,75723.0,1675.0
2020-07-25,Nordeste,PE,86543.0,6248.0
2020-07-25,Nordeste,PI,45389.0,1228.0
2020-07-25,Sul,PR,64896.0,1632.0
2020-07-25,Sudeste,RJ,156293.0,12808.0
2020-07-25,Nordeste,RN,46926.0,1672.0
2020-07-25,Norte,RO,35573.0,810.0
2020-07-25,Norte,RR,28868.0,473.0
2020-07-25,Sul,RS,59118.0,1554.0
2020-07-25,Sul,SC,66203.0,880.0
2020-07-25,Nordeste,SE,52264.0,1303.0
2020-07-25,Sudeste,SP,479388.0,21517.0
2020-07-25,Norte,TO,20920.0,340.0
2020-07-26,Norte,AC,18745.0,486.0
2020-07-26,Nordeste,AL,55239.0,1493.0
2020-07-26,Norte,AM,96463.0,3217.0
2020-07-26,Norte,AP,35220.0,554.0
2020-07-26,Nordeste,BA,145776.0,3166.0
2020-07-26,Nordeste,CE,160325.0,7493.0
2020-07-26,Centro-Oeste,DF,96332.0,1308.0
2020-07-26,Sudeste,ES,76485.0,2399.0
2020-07-26,Centro-Oeste,GO,55914.0,1392.0
2020-07-26,Nordeste,MA,113891.0,2923.0
2020-07-26,Sudeste,MG,112077.0,2400.0
2020-07-26,Centro-Oeste,MS,21514.0,305.0
2020-07-26,Centro-Oeste,MT,43289.0,1574.0
2020-07-26,Norte,PA,148463.0,5716.0
2020-07-26,Nordeste,PB,76153.0,1698.0
2020-07-26,Nordeste,PE,88254.0,6300.0
2020-07-26,Nordeste,PI,46044.0,1243.0
2020-07-26,Sul,PR,66509.0,1650.0
2020-07-26,Sudeste,RJ,156325.0,12835.0
2020-07-26,Nordeste,RN,47099.0,1678.0
2020-07-26,Norte,RO,35810.0,814.0
2020-07-26,Norte,RR,29297.0,473.0
2020-07-26,Sul,RS,59779.0,1571.0
2020-07-26,Sul,SC,67536.0,907.0
2020-07-26,Nordeste,SE,52603.0,1314.0
2020-07-26,Sudeste,SP,483889.0,21606.0
2020-07-26,Norte,TO,21767.0,346.0
2020-07-27,Norte,AC,18783.0,493.0
2020-07-27,Nordeste,AL,56067.0,1507.0
2020-07-27,Norte,AM,97079.0,3224.0
2020-07-27,Norte,AP,35364.0,556.0
2020-07-27,Nordeste,BA,146691.0,3211.0
2020-07-27,Nordeste,CE,160666.0,7509.0
2020-07-27,Centro-Oeste,DF,98480.0,1339.0
2020-07-27,Sudeste,ES,77309.0,2424.0
2020-07-27,Centro-Oeste,GO,57985.0,1400.0
2020-07-27,Nordeste,MA,114585.0,2943.0
2020-07-27,Sudeste,MG,113224.0,2432.0
2020-07-27,Centro-Oeste,MS,21802.0,319.0
2020-07-27,Centro-Oeste,MT,44838.0,1625.0
2020-07-27,Norte,PA,148823.0,5729.0
2020-07-27,Nordeste,PB,76693.0,1727.0
2020-07-27,Nordeste,PE,88920.0,6324.0
2020-07-27,Nordeste,PI,46584.0,1259.0
2020-07-27,Sul,PR,67276.0,1682.0
2020-07-27,Sudeste,RJ,157834.0,12876.0
2020-07-27,Nordeste,RN,47291.0,1697.0
2020-07-27,Norte,RO,36148.0,830.0
2020-07-27,Norte,RR,29370.0,474.0
2020-07-27,Sul,RS,60044.0,1611.0
2020-07-27,Sul,SC,68910.0,924.0
2020-07-27,Nordeste,SE,53612.0,1340.0
2020-07-27,Sudeste,SP,487561.0,21676.0
2020-07-27,Norte,TO,22106.0,350.0
2020-07-28,Norte,AC,19132.0,500.0
2020-07-28,Nordeste,AL,57002.0,1520.0
2020-07-28,Norte,AM,98118.0,3236.0
2020-07-28,Norte,AP,35697.0,558.0
2020-07-28,Nordeste,BA,150830.0,3252.0
2020-07-28,Nordeste,CE,163787.0,7613.0
2020-07-28,Centro-Oeste,DF,100726.0,1391.0
2020-07-28,Sudeste,ES,78732.0,2451.0
2020-07-28,Centro-Oeste,GO,60637.0,1473.0
2020-07-28,Nordeste,MA,115988.0,2959.0
2020-07-28,Sudeste,MG,116151.0,2522.0
2020-07-28,Centro-Oeste,MS,22443.0,328.0
2020-07-28,Centro-Oeste,MT,46545.0,1669.0
2020-07-28,Norte,PA,150185.0,5716.0
2020-07-28,Nordeste,PB,78175.0,1745.0
2020-07-28,Nordeste,PE,89464.0,6369.0
2020-07-28,Nordeste,PI,47551.0,1278.0
2020-07-28,Sul,PR,68644.0,1721.0
2020-07-28,Sudeste,RJ,159639.0,13033.0
2020-07-28,Nordeste,RN,48374.0,1714.0
2020-07-28,Norte,RO,36849.0,840.0
2020-07-28,Norte,RR,29781.0,479.0
2020-07-28,Sul,RS,62347.0,1680.0
2020-07-28,Sul,SC,72498.0,960.0
2020-07-28,Nordeste,SE,55009.0,1359.0
2020-07-28,Sudeste,SP,487561.0,21676.0
2020-07-28,Norte,TO,22851.0,357.0
2020-07-29,Norte,AC,19366.0,510.0
2020-07-29,Nordeste,AL,57975.0,1533.0
2020-07-29,Norte,AM,99093.0,3246.0
2020-07-29,Norte,AP,35973.0,559.0
2020-07-29,Nordeste,BA,154813.0,3300.0
2020-07-29,Nordeste,CE,167301.0,7643.0
2020-07-29,Centro-Oeste,DF,102342.0,1419.0
2020-07-29,Sudeste,ES,79814.0,2474.0
2020-07-29,Centro-Oeste,GO,63658.0,1554.0
2020-07-29,Nordeste,MA,117694.0,2978.0
2020-07-29,Sudeste,MG,118900.0,2579.0
2020-07-29,Centro-Oeste,MS,23411.0,342.0
2020-07-29,Centro-Oeste,MT,48317.0,1702.0
2020-07-29,Norte,PA,151849.0,5694.0
2020-07-29,Nordeste,PB,79898.0,1766.0
2020-07-29,Nordeste,PE,91320.0,6431.0
2020-07-29,Nordeste,PI,48962.0,1292.0
2020-07-29,Sul,PR,70155.0,1792.0
2020-07-29,Sudeste,RJ,161647.0,13198.0
2020-07-29,Nordeste,RN,49051.0,1735.0
2020-07-29,Norte,RO,37634.0,855.0
2020-07-29,Norte,RR,30454.0,493.0
2020-07-29,Sul,RS,64495.0,1750.0
2020-07-29,Sul,SC,75502.0,1001.0
2020-07-29,Nordeste,SE,56214.0,1390.0
2020-07-29,Sudeste,SP,513687.0,22389.0
2020-07-29,Norte,TO,23517.0,364.0
2020-07-30,Norte,AC,19573.0,521.0
2020-07-30,Nordeste,AL,58824.0,1546.0
2020-07-30,Norte,AM,100140.0,3252.0
2020-07-30,Norte,AP,36272.0,561.0
2020-07-30,Nordeste,BA,159071.0,3370.0
2020-07-30,Nordeste,CE,169691.0,7661.0
2020-07-30,Centro-Oeste,DF,104442.0,1444.0
2020-07-30,Sudeste,ES,81115.0,2502.0
2020-07-30,Centro-Oeste,GO,65269.0,1564.0
2020-07-30,Nordeste,MA,119262.0,2996.0
2020-07-30,Sudeste,MG,122921.0,2663.0
2020-07-30,Centro-Oeste,MS,24287.0,357.0
2020-07-30,Centro-Oeste,MT,50447.0,1763.0
2020-07-30,Norte,PA,153350.0,5699.0
2020-07-30,Nordeste,PB,81108.0,1785.0
2020-07-30,Nordeste,PE,93155.0,6473.0
2020-07-30,Nordeste,PI,50198.0,1304.0
2020-07-30,Sul,PR,72696.0,1839.0
2020-07-30,Sudeste,RJ,163642.0,13348.0
2020-07-30,Nordeste,RN,49667.0,1751.0
2020-07-30,Norte,RO,38407.0,864.0
2020-07-30,Norte,RR,30910.0,501.0
2020-07-30,Sul,RS,66473.0,1825.0
2020-07-30,Sul,SC,79239.0,1042.0
2020-07-30,Nordeste,SE,57684.0,1408.0
2020-07-30,Sudeste,SP,528903.0,22710.0
2020-07-30,Norte,TO,24278.0,368.0
2020-07-31,Norte,AC,19625.0,531.0
2020-07-31,Nordeste,AL,59566.0,1559.0
2020-07-31,Norte,AM,100940.0,3268.0
2020-07-31,Norte,AP,36468.0,565.0
2020-07-31,Nordeste,BA,163553.0,3442.0
2020-07-31,Nordeste,CE,172083.0,7668.0
2020-07-31,Centro-Oeste,DF,106292.0,1469.0
2020-07-31,Sudeste,ES,82509.0,2533.0
2020-07-31,Centro-Oeste,GO,67941.0,1656.0
2020-07-31,Nordeste,MA,120661.0,3013.0
2020-07-31,Sudeste,MG,126610.0,2738.0
2020-07-31,Centro-Oeste,MS,24936.0,376.0
2020-07-31,Centro-Oeste,MT,51865.0,1819.0
2020-07-31,Norte,PA,154685.0,5728.0
2020-07-31,Nordeste,PB,82794.0,1811.0
2020-07-31,Nordeste,PE,94784.0,6504.0
2020-07-31,Nordeste,PI,51477.0,1329.0
2020-07-31,Sul,PR,75300.0,1899.0
2020-07-31,Sudeste,RJ,165495.0,13477.0
2020-07-31,Nordeste,RN,50416.0,1777.0
2020-07-31,Norte,RO,38992.0,872.0
2020-07-31,Norte,RR,31463.0,505.0
2020-07-31,Sul,RS,66691.0,1876.0
2020-07-31,Sul,SC,82273.0,1101.0
2020-07-31,Nordeste,SE,58713.0,1434.0
2020-07-31,Sudeste,SP,542195.0,22997.0
2020-07-31,Norte,TO,24824.0,381.0
2020-08-01,Norte,AC,19930.0,535.0
2020-08-01,Nordeste,AL,60831.0,1573.0
2020-08-01,Norte,AM,101777.0,3278.0
2020-08-01,Norte,AP,36595.0,568.0
2020-08-01,Nordeste,BA,166289.0,3496.0
2020-08-01,Nordeste,CE,174011.0,7698.0
2020-08-01,Centro-Oeste,DF,107922.0,1490.0
2020-08-01,Sudeste,ES,83022.0,2555.0
2020-08-01,Centro-Oeste,GO,69487.0,1686.0
2020-08-01,Nordeste,MA,121581.0,3032.0
2020-08-01,Sudeste,MG,129489.0,2830.0
2020-08-01,Centro-Oeste,MS,25739.0,389.0
2020-08-01,Centro-Oeste,MT,52790.0,1849.0
2020-08-01,Norte,PA,156053.0,5750.0
2020-08-01,Nordeste,PB,83461.0,1833.0
2020-08-01,Nordeste,PE,96524.0,6544.0
2020-08-01,Nordeste,PI,52458.0,1354.0
2020-08-01,Sul,PR,77098.0,1953.0
2020-08-01,Sudeste,RJ,167213.0,13556.0
2020-08-01,Nordeste,RN,51557.0,1879.0
2020-08-01,Norte,RO,39504.0,881.0
2020-08-01,Norte,RR,32162.0,513.0
2020-08-01,Sul,RS,70455.0,1947.0
2020-08-01,Sul,SC,85081.0,1154.0
2020-08-01,Nordeste,SE,59724.0,1448.0
2020-08-01,Sudeste,SP,552196.0,23236.0
2020-08-01,Norte,TO,25346.0,390.0
2020-08-02,Norte,AC,19966.0,537.0
2020-08-02,Nordeste,AL,62070.0,1586.0
2020-08-02,Norte,AM,102124.0,3283.0
2020-08-02,Norte,AP,36639.0,571.0
2020-08-02,Nordeste,BA,167821.0,3551.0
2020-08-02,Nordeste,CE,174793.0,7709.0
2020-08-02,Centro-Oeste,DF,110028.0,1523.0
2020-08-02,Sudeste,ES,83445.0,2567.0
2020-08-02,Centro-Oeste,GO,70115.0,1697.0
2020-08-02,Nordeste,MA,121953.0,3050.0
2020-08-02,Sudeste,MG,132305.0,2860.0
2020-08-02,Centro-Oeste,MS,26003.0,404.0
2020-08-02,Centro-Oeste,MT,53363.0,1886.0
2020-08-02,Norte,PA,156285.0,5773.0
2020-08-02,Nordeste,PB,84008.0,1850.0
2020-08-02,Nordeste,PE,97747.0,6581.0
2020-08-02,Nordeste,PI,52993.0,1369.0
2020-08-02,Sul,PR,78751.0,1983.0
2020-08-02,Sudeste,RJ,167225.0,13572.0
2020-08-02,Nordeste,RN,51845.0,1883.0
2020-08-02,Norte,RO,39893.0,884.0
2020-08-02,Norte,RR,32586.0,513.0
2020-08-02,Sul,RS,71039.0,1974.0
2020-08-02,Sul,SC,86131.0,1175.0
2020-08-02,Nordeste,SE,60035.0,1465.0
2020-08-02,Sudeste,SP,558560.0,23317.0
2020-08-02,Norte,TO,26434.0,395.0
2020-08-03,Norte,AC,20339.0,539.0
2020-08-03,Nordeste,AL,62597.0,1599.0
2020-08-03,Norte,AM,102386.0,3288.0
2020-08-03,Norte,AP,36804.0,576.0
2020-08-03,Nordeste,BA,168730.0,3603.0
2020-08-03,Nordeste,CE,175172.0,7752.0
2020-08-03,Centro-Oeste,DF,112044.0,1546.0
2020-08-03,Sudeste,ES,84420.0,2590.0
2020-08-03,Centro-Oeste,GO,70252.0,1716.0
2020-08-03,Nordeste,MA,122482.0,3069.0
2020-08-03,Sudeste,MG,133241.0,2863.0
2020-08-03,Centro-Oeste,MS,26645.0,421.0
2020-08-03,Centro-Oeste,MT,54711.0,1907.0
2020-08-03,Norte,PA,156505.0,5784.0
2020-08-03,Nordeste,PB,84211.0,1870.0
2020-08-03,Nordeste,PE,98178.0,6616.0
2020-08-03,Nordeste,PI,53224.0,1385.0
2020-08-03,Sul,PR,79984.0,2028.0
2020-08-03,Sudeste,RJ,168064.0,13604.0
2020-08-03,Nordeste,RN,52030.0,1894.0
2020-08-03,Norte,RO,40016.0,888.0
2020-08-03,Norte,RR,32623.0,513.0
2020-08-03,Sul,RS,71478.0,2016.0
2020-08-03,Sul,SC,87026.0,1196.0
2020-08-03,Nordeste,SE,60479.0,1489.0
2020-08-03,Sudeste,SP,560092.0,23365.0
2020-08-03,Norte,TO,26998.0,402.0
2020-08-04,Norte,AC,20708.0,545.0
2020-08-04,Nordeste,AL,63168.0,1613.0
2020-08-04,Norte,AM,103269.0,3299.0
2020-08-04,Norte,AP,36999.0,581.0
2020-08-04,Nordeste,BA,172706.0,3656.0
2020-08-04,Nordeste,CE,177545.0,7806.0
2020-08-04,Centro-Oeste,DF,113924.0,1572.0
2020-08-04,Sudeste,ES,85406.0,2617.0
2020-08-04,Centro-Oeste,GO,73231.0,1791.0
2020-08-04,Nordeste,MA,123887.0,3085.0
2020-08-04,Sudeste,MG,135226.0,2863.0
2020-08-04,Centro-Oeste,MS,27678.0,432.0
2020-08-04,Centro-Oeste,MT,56169.0,1921.0
2020-08-04,Norte,PA,158277.0,5799.0
2020-08-04,Nordeste,PB,85760.0,1901.0
2020-08-04,Nordeste,PE,98608.0,6664.0
2020-08-04,Nordeste,PI,54443.0,1401.0
2020-08-04,Sul,PR,81814.0,2106.0
2020-08-04,Sudeste,RJ,168911.0,13715.0
2020-08-04,Nordeste,RN,52566.0,1926.0
2020-08-04,Norte,RO,41239.0,898.0
2020-08-04,Norte,RR,32629.0,528.0
2020-08-04,Sul,RS,73618.0,2099.0
2020-08-04,Sul,SC,90145.0,1235.0
2020-08-04,Nordeste,SE,61069.0,1509.0
2020-08-04,Sudeste,SP,575458.0,23702.0
2020-08-04,Norte,TO,27664.0,408.0
2020-08-05,Norte,AC,21033.0,547.0
2020-08-05,Nordeste,AL,64010.0,1625.0
2020-08-05,Norte,AM,104250.0,3317.0
2020-08-05,Norte,AP,37318.0,588.0
2020-08-05,Nordeste,BA,177001.0,3714.0
2020-08-05,Nordeste,CE,179643.0,7867.0
2020-08-05,Centro-Oeste,DF,115966.0,1572.0
2020-08-05,Sudeste,ES,86428.0,2635.0
2020-08-05,Centro-Oeste,GO,76605.0,1830.0
2020-08-05,Nordeste,MA,125459.0,3103.0
2020-08-05,Sudeste,MG,139151.0,2863.0
2020-08-05,Centro-Oeste,MS,28315.0,442.0
2020-08-05,Centro-Oeste,MT,58506.0,1945.0
2020-08-05,Norte,PA,160695.0,5818.0
2020-08-05,Nordeste,PB,87071.0,1922.0
2020-08-05,Nordeste,PE,100095.0,6705.0
2020-08-05,Nordeste,PI,55919.0,1417.0
2020-08-05,Sul,PR,84384.0,2141.0
2020-08-05,Sudeste,RJ,172679.0,13855.0
2020-08-05,Nordeste,RN,53490.0,1933.0
2020-08-05,Norte,RO,42020.0,918.0
2020-08-05,Norte,RR,33717.0,532.0
2020-08-05,Sul,RS,76563.0,2163.0
2020-08-05,Sul,SC,93258.0,1306.0
2020-08-05,Nordeste,SE,61986.0,1525.0
2020-08-05,Sudeste,SP,585132.0,24109.0
2020-08-05,Norte,TO,28312.0,415.0
2020-08-06,Norte,AC,21263.0,552.0
2020-08-06,Nordeste,AL,64910.0,1635.0
2020-08-06,Norte,AM,105054.0,3335.0
2020-08-06,Norte,AP,37735.0,594.0
2020-08-06,Nordeste,BA,180920.0,3767.0
2020-08-06,Nordeste,CE,181504.0,7893.0
2020-08-06,Centro-Oeste,DF,118000.0,1651.0
2020-08-06,Sudeste,ES,87711.0,2656.0
2020-08-06,Centro-Oeste,GO,79897.0,1888.0
2020-08-06,Nordeste,MA,127065.0,3120.0
2020-08-06,Sudeste,MG,142317.0,3264.0
2020-08-06,Centro-Oeste,MS,29101.0,458.0
2020-08-06,Centro-Oeste,MT,59841.0,1974.0
2020-08-06,Norte,PA,162822.0,5835.0
2020-08-06,Nordeste,PB,87867.0,1945.0
2020-08-06,Nordeste,PE,101169.0,6775.0
2020-08-06,Nordeste,PI,57100.0,1436.0
2020-08-06,Sul,PR,86303.0,2200.0
2020-08-06,Sudeste,RJ,174064.0,13941.0
2020-08-06,Nordeste,RN,54106.0,1954.0
2020-08-06,Norte,RO,42725.0,923.0
2020-08-06,Norte,RR,34339.0,538.0
2020-08-06,Sul,RS,78837.0,2231.0
2020-08-06,Sul,SC,96268.0,1357.0
2020-08-06,Nordeste,SE,62844.0,1537.0
2020-08-06,Sudeste,SP,598537.0,24448.0
2020-08-06,Norte,TO,29539.0,428.0
2020-08-07,Norte,AC,21376.0,556.0
2020-08-07,Nordeste,AL,65731.0,1646.0
2020-08-07,Norte,AM,105857.0,3345.0
2020-08-07,Norte,AP,37964.0,599.0
2020-08-07,Nordeste,BA,185050.0,3820.0
2020-08-07,Nordeste,CE,183621.0,7921.0
2020-08-07,Centro-Oeste,DF,119903.0,1682.0
2020-08-07,Sudeste,ES,89082.0,2685.0
2020-08-07,Centro-Oeste,GO,82807.0,1946.0
2020-08-07,Nordeste,MA,128846.0,3138.0
2020-08-07,Sudeste,MG,146812.0,3341.0
2020-08-07,Centro-Oeste,MS,29988.0,481.0
2020-08-07,Centro-Oeste,MT,62785.0,2037.0
2020-08-07,Norte,PA,164759.0,5854.0
2020-08-07,Nordeste,PB,89117.0,1965.0
2020-08-07,Nordeste,PE,102641.0,6813.0
2020-08-07,Nordeste,PI,58390.0,1452.0
2020-08-07,Sul,PR,87915.0,2244.0
2020-08-07,Sudeste,RJ,175696.0,14028.0
2020-08-07,Nordeste,RN,54717.0,1965.0
2020-08-07,Norte,RO,43390.0,934.0
2020-08-07,Norte,RR,34938.0,544.0
2020-08-07,Sul,RS,79026.0,2282.0
2020-08-07,Sul,SC,99005.0,1399.0
2020-08-07,Nordeste,SE,63728.0,1558.0
2020-08-07,Sudeste,SP,608246.0,24735.0
2020-08-07,Norte,TO,30358.0,437.0
2020-08-08,Norte,AC,21498.0,559.0
2020-08-08,Nordeste,AL,66563.0,1657.0
2020-08-08,Norte,AM,106428.0,3364.0
2020-08-08,Norte,AP,38139.0,601.0
2020-08-08,Nordeste,BA,188451.0,3876.0
2020-08-08,Nordeste,CE,186435.0,7951.0
2020-08-08,Centro-Oeste,DF,121824.0,1712.0
2020-08-08,Sudeste,ES,90296.0,2707.0
2020-08-08,Centro-Oeste,GO,84531.0,2008.0
2020-08-08,Nordeste,MA,129700.0,3154.0
2020-08-08,Sudeste,MG,150213.0,3410.0
2020-08-08,Centro-Oeste,MS,30707.0,492.0
2020-08-08,Centro-Oeste,MT,62826.0,2061.0
2020-08-08,Norte,PA,167099.0,5871.0
2020-08-08,Nordeste,PB,89893.0,1983.0
2020-08-08,Nordeste,PE,103880.0,6864.0
2020-08-08,Nordeste,PI,59571.0,1469.0
2020-08-08,Sul,PR,87915.0,2244.0
2020-08-08,Sudeste,RJ,178524.0,14070.0
2020-08-08,Nordeste,RN,55150.0,1970.0
2020-08-08,Norte,RO,43866.0,940.0
2020-08-08,Norte,RR,35330.0,547.0
2020-08-08,Sul,RS,83595.0,2346.0
2020-08-08,Sul,SC,102078.0,1419.0
2020-08-08,Nordeste,SE,64271.0,1577.0
2020-08-08,Sudeste,SP,621595.0,25016.0
2020-08-08,Norte,TO,31103.0,444.0
2020-08-09,Norte,AC,21587.0,561.0
2020-08-09,Nordeste,AL,67428.0,1669.0
2020-08-09,Norte,AM,106950.0,3359.0
2020-08-09,Norte,AP,38208.0,602.0
2020-08-09,Nordeste,BA,190063.0,3930.0
2020-08-09,Nordeste,CE,186727.0,7954.0
2020-08-09,Centro-Oeste,DF,123057.0,1731.0
2020-08-09,Sudeste,ES,90939.0,2721.0
2020-08-09,Centro-Oeste,GO,85071.0,2020.0
2020-08-09,Nordeste,MA,130136.0,3169.0
2020-08-09,Sudeste,MG,153416.0,3497.0
2020-08-09,Centro-Oeste,MS,31344.0,509.0
2020-08-09,Centro-Oeste,MT,63416.0,2090.0
2020-08-09,Norte,PA,167642.0,5885.0
2020-08-09,Nordeste,PB,90082.0,2000.0
2020-08-09,Nordeste,PE,104897.0,6885.0
2020-08-09,Nordeste,PI,59982.0,1480.0
2020-08-09,Sul,PR,88978.0,2319.0
2020-08-09,Sudeste,RJ,178850.0,14080.0
2020-08-09,Nordeste,RN,55290.0,1972.0
2020-08-09,Norte,RO,44010.0,943.0
2020-08-09,Norte,RR,35779.0,547.0
2020-08-09,Sul,RS,83991.0,2360.0
2020-08-09,Sul,SC,103253.0,1445.0
2020-08-09,Nordeste,SE,64693.0,1589.0
2020-08-09,Sudeste,SP,626985.0,25114.0
2020-08-09,Norte,TO,31663.0,451.0
2020-08-10,Norte,AC,21619.0,562.0
2020-08-10,Nordeste,AL,68052.0,1680.0
2020-08-10,Norte,AM,107197.0,3384.0
2020-08-10,Norte,AP,38399.0,603.0
2020-08-10,Nordeste,BA,191127.0,3988.0
2020-08-10,Nordeste,CE,186841.0,7979.0
2020-08-10,Centro-Oeste,DF,126069.0,1762.0
2020-08-10,Sudeste,ES,92206.0,2750.0
2020-08-10,Centro-Oeste,GO,86451.0,2023.0
2020-08-10,Nordeste,MA,130566.0,3187.0
2020-08-10,Sudeste,MG,154562.0,3555.0
2020-08-10,Centro-Oeste,MS,31739.0,523.0
2020-08-10,Centro-Oeste,MT,65198.0,2122.0
2020-08-10,Norte,PA,168151.0,5893.0
2020-08-10,Nordeste,PB,90366.0,2023.0
2020-08-10,Nordeste,PE,105143.0,6913.0
2020-08-10,Nordeste,PI,60178.0,1503.0
2020-08-10,Sul,PR,93080.0,2370.0
2020-08-10,Sudeste,RJ,180016.0,14108.0
2020-08-10,Nordeste,RN,55420.0,1977.0
2020-08-10,Norte,RO,44372.0,944.0
2020-08-10,Norte,RR,35838.0,547.0
2020-08-10,Sul,RS,84034.0,2417.0
2020-08-10,Sul,SC,104218.0,1541.0
2020-08-10,Nordeste,SE,64974.0,1614.0
2020-08-10,Sudeste,SP,628274.0,25151.0
2020-08-10,Norte,TO,32289.0,461.0
2020-08-11,Norte,AC,21757.0,565.0
2020-08-11,Nordeste,AL,68750.0,1692.0
2020-08-11,Norte,AM,108105.0,3405.0
2020-08-11,Norte,AP,38636.0,604.0
2020-08-11,Nordeste,BA,195603.0,4043.0
2020-08-11,Nordeste,CE,188720.0,8011.0
2020-08-11,Centro-Oeste,DF,127484.0,1815.0
2020-08-11,Sudeste,ES,93598.0,2768.0
2020-08-11,Centro-Oeste,GO,90226.0,2099.0
2020-08-11,Nordeste,MA,132060.0,3204.0
2020-08-11,Sudeste,MG,156038.0,3571.0
2020-08-11,Centro-Oeste,MS,32562.0,544.0
2020-08-11,Centro-Oeste,MT,67061.0,2189.0
2020-08-11,Norte,PA,169613.0,5901.0
2020-08-11,Nordeste,PB,91819.0,2046.0
2020-08-11,Nordeste,PE,105742.0,6950.0
2020-08-11,Nordeste,PI,61144.0,1526.0
2020-08-11,Sul,PR,94882.0,2417.0
2020-08-11,Sudeste,RJ,182563.0,14212.0
2020-08-11,Nordeste,RN,57921.0,2003.0
2020-08-11,Norte,RO,45468.0,966.0
2020-08-11,Norte,RR,36382.0,551.0
2020-08-11,Sul,RS,87415.0,2472.0
2020-08-11,Sul,SC,106735.0,1619.0
2020-08-11,Nordeste,SE,65455.0,1633.0
2020-08-11,Sudeste,SP,639420.0,25571.0
2020-08-11,Norte,TO,33047.0,474.0
2020-08-12,Norte,AC,21993.0,569.0
2020-08-12,Nordeste,AL,69565.0,1703.0
2020-08-12,Norte,AM,108920.0,3417.0
2020-08-12,Norte,AP,38801.0,606.0
2020-08-12,Nordeste,BA,199694.0,4111.0
2020-08-12,Nordeste,CE,190583.0,8052.0
2020-08-12,Centro-Oeste,DF,129184.0,1870.0
2020-08-12,Sudeste,ES,94854.0,2790.0
2020-08-12,Centro-Oeste,GO,93274.0,2135.0
2020-08-12,Nordeste,MA,133265.0,3215.0
2020-08-12,Sudeste,MG,159972.0,3741.0
2020-08-12,Centro-Oeste,MS,33509.0,558.0
2020-08-12,Centro-Oeste,MT,68924.0,2221.0
2020-08-12,Norte,PA,171878.0,5909.0
2020-08-12,Nordeste,PB,92897.0,2071.0
2020-08-12,Nordeste,PE,107131.0,6990.0
2020-08-12,Nordeste,PI,62465.0,1548.0
2020-08-12,Sul,PR,96697.0,2488.0
2020-08-12,Sudeste,RJ,185610.0,14295.0
2020-08-12,Nordeste,RN,56572.0,2019.0
2020-08-12,Norte,RO,46061.0,981.0
2020-08-12,Norte,RR,36933.0,555.0
2020-08-12,Sul,RS,90049.0,2540.0
2020-08-12,Sul,SC,109394.0,1637.0
2020-08-12,Nordeste,SE,65865.0,1653.0
2020-08-12,Sudeste,SP,655037.0,25869.0
2020-08-12,Norte,TO,33766.0,482.0
2020-08-13,Norte,AC,22242.0,574.0
2020-08-13,Nordeste,AL,70442.0,1713.0
2020-08-13,Norte,AM,109802.0,3435.0
2020-08-13,Norte,AP,39015.0,609.0
2020-08-13,Nordeste,BA,203480.0,4178.0
2020-08-13,Nordeste,CE,192244.0,8088.0
2020-08-13,Centro-Oeste,DF,131170.0,1905.0
2020-08-13,Sudeste,ES,96041.0,2808.0
2020-08-13,Centro-Oeste,GO,96749.0,2213.0
